Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
7,                            71.1: Architectural plans & drawings,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C11,,C4_C2_C2_C3_C4_C3_C11,C2,C2,C3,C4,C3,C11,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            71.1: Architectural plans & drawings,,,,,,
5,                    8OK: Other miscellaneous manufactures (capital),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,,,,C4_C2_C2_C3_C5,C2,C2,C3,C5,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),,,,,,,,
6,"                        81K: Plumbing, heating & lighting fixtures (capital)",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C1,,,C4_C2_C2_C3_C5_C1,C2,C2,C3,C5,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),"                        81K: Plumbing, heating & lighting fixtures (capital)",,,,,,,
7,                            25.2B: Central heating radiators & boilers,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C1,C4_C2_C2_C3_C5_C1_C1,,C4_C2_C2_C3_C5_C1_C1,C2,C2,C3,C5,C1,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),"                        81K: Plumbing, heating & lighting fixtures (capital)",                            25.2B: Central heating radiators & boilers,,,,,,
7,                            27.5G: Non-electric air heaters,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C1,C4_C2_C2_C3_C5_C1_C2,,C4_C2_C2_C3_C5_C1_C2,C2,C2,C3,C5,C1,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),"                        81K: Plumbing, heating & lighting fixtures (capital)",                            27.5G: Non-electric air heaters,,,,,,
6,                        82K: Furniture (capital),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C2,,,C4_C2_C2_C3_C5_C2,C2,C2,C3,C5,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        82K: Furniture (capital),,,,,,,
7,                            31.0B: Office furniture,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C2,C4_C2_C2_C3_C5_C2_C1,,C4_C2_C2_C3_C5_C2_C1,C2,C2,C3,C5,C2,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        82K: Furniture (capital),                            31.0B: Office furniture,,,,,,
6,                        89K: Other manufactures (capital),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,,,C4_C2_C2_C3_C5_C3,C2,C2,C3,C5,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),,,,,,,
7,                            24.4F: Platinum catalysts,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C1,,C4_C2_C2_C3_C5_C3_C1,C2,C2,C3,C5,C3,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            24.4F: Platinum catalysts,,,,,,
7,                            25.9D: Metal office equipment,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C2,,C4_C2_C2_C3_C5_C3_C2,C2,C2,C3,C5,C3,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            25.9D: Metal office equipment,,,,,,
7,                            26.1D: Smart cards,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C3,,C4_C2_C2_C3_C5_C3_C3,C2,C2,C3,C5,C3,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            26.1D: Smart cards,,,,,,
7,"                            28.9L: Fairground amusements, casino tables etc",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C4,,C4_C2_C2_C3_C5_C3_C4,C2,C2,C3,C5,C3,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),"                            28.9L: Fairground amusements, casino tables etc",,,,,,
7,                            32.1E: Other articles of precious metal,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C5,,C4_C2_C2_C3_C5_C3_C5,C2,C2,C3,C5,C3,C5,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            32.1E: Other articles of precious metal,,,,,,
7,                            32.4B: Amusement arcade games,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C6,,C4_C2_C2_C3_C5_C3_C6,C2,C2,C3,C5,C3,C6,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            32.4B: Amusement arcade games,,,,,,
7,                            32.9D: Tailors' dummies,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C5,C4_C2_C2_C3_C5_C3,C4_C2_C2_C3_C5_C3_C7,,C4_C2_C2_C3_C5_C3_C7,C2,C2,C3,C5,C3,C7,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OK: Other miscellaneous manufactures (capital),                        89K: Other manufactures (capital),                            32.9D: Tailors' dummies,,,,,,
1,    9: Unspecified goods,C5,,,,,,,,C5,,,,,,,,    9: Unspecified goods,,,,,,,,,,,,,,,
2,        91: Parcel Post,C5,C5_C1,,,,,,,C5_C1,C1,,,,,,,    9: Unspecified goods,,        91: Parcel Post,,,,,,,,,,,,,
3,            13.9P: Other textiles (Post),C5,C5_C1,C5_C1_C1,,,,,,C5_C1_C1,C1,C1,,,,,,    9: Unspecified goods,,        91: Parcel Post,,            13.9P: Other textiles (Post),,,,,,,,,,,
3,            14.1P: Other wearing apparel (Post),C5,C5_C1,C5_C1_C2,,,,,,C5_C1_C2,C1,C2,,,,,,    9: Unspecified goods,,        91: Parcel Post,,            14.1P: Other wearing apparel (Post),,,,,,,,,,,
